sequenceID,llambda,total_labels,err
67.19,-0.5,1,0
79.5,0.0,1,0
8.1,-0.5,1,0
8.11,0.5,1,0
8.12,-0.5,1,0
8.17,0.5,1,0
8.18,-0.5,1,0
8.2,-0.5,1,0
8.20,-0.5,1,0
8.7,0.0,1,0
9.1,0.5,1,0
91.12,0.0,1,0
91.17,0.0,1,0
91.7,-0.5,1,0
91.X,0.0,1,0
94.11,0.5,1,0
94.16,-0.5,1,0
94.17,0.0,1,0
94.3,0.0,1,0
94.4,-0.5,1,0
96.10,-1.0,1,0
96.14,-0.5,1,0
