sequenceID,llambda,total_labels,err
2.19,5.0,1,0
20003.2,5.0,2,0
20005.2,-5.0,4,4
20005.3,-5.0,3,3
20033.11,-5.0,2,2
20052.3,-5.0,1,1
20082.22,-5.0,2,2
20090.20,-5.0,1,1
20092.19,-5.0,1,1
20105.22,-5.0,1,1
20108.20,5.0,2,0
20109.20,-5.0,1,1
20118.2,-5.0,4,4
20119.2,-5.0,2,2
20121.14,-5.0,2,2
20121.7,-5.0,2,2
20124.1,5.0,1,0
20124.16,5.0,1,0
20124.2,5.0,1,0
20124.3,-5.0,1,1
20129.20,-5.0,1,1
20133.X,-5.0,3,3
20134.X,-5.0,3,3
20135.14,-5.0,2,2
20136.17,-5.0,1,1
20138.1,-5.0,2,2
20139.12,5.0,1,1
20139.16,-5.0,2,2
20139.17,-5.0,2,2
20139.3,5.0,1,0
20139.4,5.0,1,0
20139.5,-5.0,1,1
20140.14,-5.0,1,1
20140.15,-5.0,1,1
20141.12,-5.0,1,1
20141.14,-5.0,1,1
20141.5,-5.0,1,1
20142.18,-5.0,1,1
20142.22,-5.0,3,3
20143.X,5.0,2,1
20144.14,-5.0,2,2
20144.9,-5.0,1,1
20145.1,5.0,1,1
20145.10,-5.0,1,1
20145.12,-5.0,1,1
20145.14,-5.0,1,1
20145.4,5.0,2,1
20145.8,-5.0,1,1
20145.9,-5.0,2,2
20145.X,-5.0,3,3
20146.17,5.0,1,0
20146.4,-5.0,1,1
20148.1,-5.0,3,3
20151.14,5.0,2,1
20151.17,5.0,1,0
20154.4,-5.0,2,2
20154.9,-5.0,1,1
20157.11,-5.0,2,2
20158.1,-5.0,2,2
20158.9,-5.0,3,3
20159.1,-5.0,5,5
20159.14,-5.0,1,1
20159.15,-5.0,1,1
20159.3,-5.0,2,2
20159.4,-5.0,4,4
20159.9,-5.0,2,2
20160.14,-5.0,1,1
20160.17,5.0,1,0
20160.4,-5.0,1,1
20160.5,5.0,2,1
20161.1,-5.0,1,1
20161.12,-5.0,1,1
20161.22,-5.0,1,1
20162.12,-5.0,1,1
20162.17,5.0,1,0
20162.7,-5.0,2,2
20163.1,-5.0,1,1
20163.7,-5.0,2,2
20163.9,-5.0,4,4
20164.1,-5.0,3,3
20164.14,-5.0,1,1
20164.4,5.0,2,1
20165.15,-5.0,1,1
20165.22,5.0,2,1
20165.4,-5.0,1,1
20166.12,-5.0,1,1
20166.17,-5.0,1,1
20166.4,5.0,2,1
20167.22,-5.0,3,3
20167.4,5.0,2,1
20168.11,-5.0,2,2
20168.16,-5.0,1,1
20168.17,5.0,2,1
20168.19,-5.0,2,2
20168.4,5.0,2,1
20169.10,-5.0,1,1
20169.14,-5.0,2,2
20169.9,5.0,1,0
20170.17,-5.0,2,2
20171.12,-5.0,1,1
20171.16,-5.0,4,4
20171.17,-5.0,1,1
20172.20,-5.0,6,6
20172.3,-5.0,4,4
20173.19,-5.0,1,1
20177.20,-5.0,1,1
20178.20,-5.0,1,1
20183.20,-5.0,1,1
20184.22,-5.0,1,1
20186.22,-5.0,1,1
204.2,-5.0,1,1
207.10,-5.0,3,3
207.12,-5.0,1,1
207.15,-5.0,1,1
207.17,-5.0,1,1
207.18,5.0,1,0
207.4,-5.0,1,1
207.5,-5.0,2,2
217.17,-5.0,1,1
219.2,5.0,1,0
219.5,-5.0,1,1
220.11,-5.0,1,1
220.17,-5.0,1,1
220.19,5.0,1,0
220.2,-5.0,1,1
220.20,-5.0,1,1
220.7,-5.0,1,1
226.1,-5.0,1,1
227.1,-5.0,1,1
227.2,-5.0,1,1
227.4,-5.0,1,1
247.1,-5.0,2,2
247.11,-5.0,1,1
247.20,5.0,1,0
247.4,5.0,1,0
247.X,-5.0,1,1
257.1,-5.0,1,1
257.10,-5.0,1,1
257.17,-5.0,1,1
26.11,-5.0,1,1
26.17,5.0,1,0
26.4,-5.0,1,1
26.8,-5.0,1,1
268.3,-5.0,1,1
270.11,-5.0,1,1
273.17,-5.0,1,1
273.6,-5.0,1,1
275.1,-5.0,1,1
275.2,-5.0,1,1
294.1,-5.0,1,1
30001.3,-5.0,3,3
30001.8,5.0,1,0
30011.11,-5.0,2,2
30011.13,-5.0,1,1
30011.15,5.0,1,0
30011.2,5.0,1,0
30011.22,-5.0,2,2
30011.7,5.0,2,1
30011.8,5.0,1,0
30016.6,-5.0,3,3
30020.4,5.0,2,0
30022.12,5.0,1,0
30022.17,5.0,1,0
30022.9,-5.0,2,2
30023.17,-5.0,1,1
30023.9,-5.0,1,1
30024.17,5.0,1,0
30024.4,-5.0,1,1
30024.6,-5.0,1,1
311.1,5.0,1,0
311.11,-5.0,1,1
311.15,-5.0,1,1
311.16,-5.0,1,1
311.20,-5.0,1,1
311.7,-5.0,1,1
314.1,-5.0,1,1
314.5,-5.0,1,1
314.8,-5.0,1,1
316.1,-5.0,1,1
316.10,-5.0,1,1
316.12,5.0,1,0
316.15,-5.0,1,1
316.20,-5.0,1,1
316.7,-5.0,1,1
329.11,5.0,1,0
329.17,-5.0,1,1
329.18,5.0,1,0
329.4,-5.0,2,2
329.6,-5.0,1,1
329.8,-5.0,1,1
33.1,-5.0,1,1
33.3,-5.0,1,1
33.6,5.0,1,0
33.7,-5.0,1,1
330.1,-5.0,1,1
330.16,-5.0,1,1
330.17,-5.0,1,1
331.1,5.0,1,0
331.11,-5.0,2,2
331.12,-5.0,1,1
331.16,5.0,1,0
331.17,5.0,2,0
331.2,5.0,1,0
331.20,-5.0,1,1
331.4,-5.0,3,3
331.5,-5.0,1,1
331.6,-5.0,2,2
332.1,5.0,1,0
332.18,5.0,1,0
332.6,-5.0,1,1
332.7,-5.0,1,1
340.1,5.0,1,0
340.6,-5.0,1,1
340.9,-5.0,1,1
341.1,-5.0,1,1
349.1,5.0,1,0
349.17,-5.0,1,1
349.2,5.0,1,0
352.17,-5.0,1,1
352.3,-5.0,1,1
360.1,5.0,1,0
364.2,-5.0,1,1
371.10,-5.0,1,1
371.14,-5.0,1,1
371.17,-5.0,1,1
373.14,-5.0,1,1
375.1,5.0,1,0
375.12,-5.0,1,1
375.3,-5.0,1,1
375.4,5.0,1,0
375.7,-5.0,1,1
378.1,-5.0,2,2
378.10,-5.0,1,1
378.11,-5.0,1,1
378.7,-5.0,1,1
39.1,-5.0,1,1
39.11,-5.0,2,2
39.20,5.0,1,0
39.8,-5.0,2,2
419.11,-5.0,1,1
421.5,-5.0,1,1
429.11,-5.0,1,1
429.17,5.0,1,0
429.5,-5.0,1,1
44.17,5.0,1,0
44.19,-5.0,1,1
44.3,-5.0,2,2
44.5,-5.0,1,1
44.7,-5.0,1,1
441.11,-5.0,1,1
446.1,-5.0,2,2
446.10,-5.0,1,1
446.11,-5.0,1,1
446.17,-5.0,1,1
446.2,5.0,1,0
446.3,5.0,1,0
446.8,-5.0,1,1
464.2,-5.0,1,1
470.1,-5.0,1,1
470.17,5.0,1,0
479.11,-5.0,1,1
479.17,-5.0,1,1
482.5,-5.0,1,1
482.8,-5.0,1,1
487.11,-5.0,1,1
487.17,-5.0,1,1
487.4,5.0,1,0
487.6,-5.0,1,1
50.13,5.0,1,0
50.14,5.0,1,0
50.2,5.0,1,0
50.6,5.0,1,0
508.1,-5.0,1,1
508.2,-5.0,1,1
513.7,-5.0,1,1
516.1,-5.0,1,1
516.2,-5.0,1,1
522.1,5.0,1,0
522.11,-5.0,1,1
522.17,-5.0,1,1
522.21,-5.0,1,1
522.3,-5.0,1,1
522.4,-5.0,1,1
544.17,-5.0,1,1
544.2,-5.0,2,2
545.17,5.0,1,0
57.1,-5.0,1,1
57.12,-5.0,1,1
57.13,-5.0,1,1
57.14,5.0,1,0
57.16,-5.0,1,1
57.17,5.0,1,0
57.5,5.0,1,0
57.7,-5.0,1,1
57.8,5.0,1,0
586.1,-5.0,1,1
587.1,-5.0,1,1
587.17,-5.0,1,1
591.1,-5.0,1,1
592.1,5.0,1,0
592.2,-5.0,1,1
592.3,5.0,1,0
593.11,-5.0,1,1
66.1,-5.0,1,1
66.17,-5.0,1,1
66.21,-5.0,1,1
66.5,-5.0,1,1
67.19,-5.0,1,1
79.5,-5.0,1,1
8.1,-5.0,1,1
8.11,-5.0,1,1
8.12,-5.0,1,1
8.17,-5.0,1,1
8.18,-5.0,1,1
8.2,-5.0,1,1
8.20,-5.0,1,1
8.7,-5.0,1,1
9.1,-5.0,1,1
91.12,-5.0,1,1
91.17,-5.0,1,1
91.7,-5.0,1,1
91.X,-5.0,1,1
94.11,-5.0,1,1
94.16,-5.0,1,1
94.17,-5.0,1,1
94.3,-5.0,1,1
94.4,-5.0,1,1
96.10,5.0,1,0
96.14,5.0,1,0
