sequenceID,llambda,total_labels,err
20092.19,-1.0,1,1
20105.22,-1.0,2,2
20108.20,-1.0,2,2
20109.20,-1.0,2,2
20118.2,-1.0,5,4
20119.2,-1.0,2,2
20121.14,-1.0,2,2
20121.7,-1.0,2,2
20124.1,-1.0,1,1
20124.16,-1.0,1,1
20124.2,-1.0,1,1
20124.3,-1.0,2,2
20129.20,-1.0,2,2
20133.X,-1.0,3,2
20134.X,-1.0,3,2
20135.14,-1.0,3,2
20136.17,-1.0,2,2
20138.1,-1.0,2,2
20139.12,-1.0,2,2
20139.16,-1.0,3,3
20139.17,-1.0,2,2
20139.3,-1.0,1,1
20139.4,-1.0,2,0
20139.5,-1.0,2,1
20140.14,-1.0,2,1
20140.15,-1.0,2,2
20141.12,-1.0,2,1
20141.14,-1.0,2,2
20141.5,-1.0,2,1
20142.18,-1.0,1,1
20142.22,-1.0,4,2
20143.X,-1.0,3,3
20144.14,-1.0,3,2
20144.9,-1.0,2,2
20145.1,-1.0,2,2
20145.10,-1.0,2,1
20145.12,-1.0,2,1
20145.14,-1.0,2,2
20145.4,-1.0,2,2
20145.8,-1.0,2,2
20145.9,-1.0,3,3
20145.X,-1.0,3,1
20146.17,-1.0,1,1
20146.4,-1.0,2,1
20148.1,-1.0,3,2
20151.14,-1.0,3,1
20151.17,-1.0,1,1
20154.4,-1.0,3,3
20154.9,-1.0,2,2
20157.11,-1.0,3,3
20158.1,-1.0,2,2
20158.9,-1.0,3,1
20159.1,-1.0,6,6
20159.14,-1.0,2,2
20159.15,-1.0,2,2
20159.3,-1.0,3,2
20159.4,-1.0,5,4
20159.9,-1.0,2,2
20160.14,-1.0,2,2
20160.17,-1.0,2,2
20160.4,-1.0,2,2
20160.5,-1.0,2,2
20161.1,-1.0,2,1
20161.12,-1.0,2,2
20161.22,-1.0,2,2
20162.12,-1.0,2,2
20162.17,-1.0,1,1
20162.7,-1.0,3,2
20163.1,-1.0,2,1
20163.7,-1.0,3,2
20163.9,-1.0,5,3
20164.1,-1.0,4,3
20164.14,-1.0,2,2
20164.4,-1.0,2,1
20165.15,-1.0,2,2
20165.22,-1.0,3,3
20165.4,-1.0,2,1
20166.12,-1.0,2,2
20166.17,-1.0,2,2
20166.4,-1.0,3,3
20167.22,-1.0,4,4
20167.4,-1.0,3,1
20168.11,-1.0,3,0
20168.16,-1.0,2,1
20168.17,-1.0,2,2
20168.19,-1.0,2,2
20168.4,-1.0,2,2
20169.10,-1.0,2,1
20169.14,-1.0,2,2
20169.9,-1.0,2,2
20170.17,-1.0,2,2
20171.12,-1.0,2,1
20171.16,-1.0,4,3
20171.17,-1.0,2,2
20172.20,-1.0,6,6
20172.3,-1.0,4,4
20173.19,-1.0,2,1
20177.20,-1.0,2,2
20178.20,-1.0,2,2
20183.20,-1.0,2,2
20184.22,-1.0,2,2
20186.22,-1.0,2,2
204.2,-1.0,1,0
207.10,-1.0,3,0
207.12,-1.0,2,0
207.15,-1.0,2,0
207.17,-1.0,2,0
207.18,-1.0,1,0
207.4,-1.0,2,0
207.5,-1.0,2,1
217.17,-1.0,1,0
219.2,-1.0,1,0
219.5,-1.0,1,0
220.11,-1.0,2,1
220.17,-1.0,2,0
220.19,-1.0,1,0
220.2,-1.0,2,1
220.20,-1.0,2,0
220.7,-1.0,2,1
226.1,-1.0,2,1
227.1,-1.0,2,0
227.2,-1.0,2,0
227.4,-1.0,2,0
247.1,-1.0,2,0
247.11,-1.0,2,1
247.20,-1.0,1,0
247.4,-1.0,1,1
247.X,-1.0,2,0
257.1,-1.0,2,2
257.10,-1.0,1,0
257.17,-1.0,2,2
26.11,-1.0,2,1
26.17,-1.0,1,1
26.4,-1.0,2,0
26.8,-1.0,2,0
268.3,-1.0,1,1
270.11,-1.0,1,1
273.17,-1.0,2,0
273.6,-1.0,2,1
275.1,-1.0,2,1
275.2,-1.0,2,1
294.1,-1.0,2,1
30001.3,-1.0,4,4
30001.8,-1.0,1,1
30011.11,-1.0,3,3
30011.13,-1.0,1,1
30011.15,-1.0,1,1
30011.2,-1.0,2,2
30011.22,-1.0,3,3
30011.7,-1.0,3,3
30011.8,-1.0,2,2
30016.6,-1.0,4,4
30020.4,-1.0,3,3
30022.12,-1.0,1,0
30022.17,-1.0,1,1
30022.9,-1.0,3,2
30023.17,-1.0,2,2
30023.9,-1.0,2,2
30024.17,-1.0,1,1
30024.4,-1.0,2,2
30024.6,-1.0,2,2
311.1,-1.0,1,1
311.11,-1.0,1,1
311.15,-1.0,2,2
311.16,-1.0,2,1
311.20,-1.0,1,0
311.7,-1.0,2,2
314.1,-1.0,2,2
314.5,-1.0,1,1
314.8,-1.0,1,0
316.1,-1.0,1,0
316.10,-1.0,1,0
316.12,-1.0,1,0
316.15,-1.0,2,0
316.20,-1.0,1,0
316.7,-1.0,2,0
329.11,-1.0,1,0
329.17,-1.0,2,1
329.18,-1.0,1,0
329.4,-1.0,2,1
329.6,-1.0,1,0
329.8,-1.0,1,0
33.1,-1.0,1,1
33.3,-1.0,2,0
33.6,-1.0,1,0
33.7,-1.0,1,0
330.1,-1.0,2,2
330.16,-1.0,1,0
330.17,-1.0,2,0
331.1,-1.0,1,1
331.11,-1.0,3,3
331.12,-1.0,2,1
331.16,-1.0,1,1
331.17,-1.0,3,1
331.2,-1.0,1,1
331.20,-1.0,1,0
331.4,-1.0,3,2
331.5,-1.0,1,1
331.6,-1.0,2,2
332.1,-1.0,1,1
332.18,-1.0,1,1
332.6,-1.0,2,2
332.7,-1.0,2,2
340.1,-1.0,1,1
340.6,-1.0,2,2
340.9,-1.0,1,1
341.1,-1.0,2,2
349.1,-1.0,1,1
349.17,-1.0,1,0
349.2,-1.0,1,0
352.17,-1.0,2,0
352.3,-1.0,2,2
360.1,-1.0,1,1
364.2,-1.0,2,0
371.10,-1.0,1,0
371.14,-1.0,1,0
371.17,-1.0,2,2
373.14,-1.0,1,0
375.1,-1.0,1,1
375.12,-1.0,1,1
375.3,-1.0,2,2
375.4,-1.0,1,1
375.7,-1.0,2,0
378.1,-1.0,3,1
378.10,-1.0,1,1
378.11,-1.0,2,2
378.7,-1.0,2,1
39.1,-1.0,1,1
39.11,-1.0,2,1
39.20,-1.0,1,0
39.8,-1.0,2,0
419.11,-1.0,2,2
421.5,-1.0,2,0
429.11,-1.0,1,0
429.17,-1.0,1,1
429.5,-1.0,2,0
44.17,-1.0,1,0
44.19,-1.0,1,0
44.3,-1.0,2,0
44.5,-1.0,2,2
44.7,-1.0,2,0
441.11,-1.0,2,0
446.1,-1.0,2,2
446.10,-1.0,1,0
446.11,-1.0,1,0
446.17,-1.0,2,1
446.2,-1.0,1,1
446.3,-1.0,1,0
446.8,-1.0,1,0
464.2,-1.0,2,1
470.1,-1.0,1,1
470.17,-1.0,1,1
479.11,-1.0,2,0
479.17,-1.0,2,0
482.5,-1.0,2,0
482.8,-1.0,2,0
487.11,-1.0,2,1
487.17,-1.0,2,1
487.4,-1.0,1,0
487.6,-1.0,2,0
50.13,-1.0,1,0
50.14,-1.0,1,0
50.2,-1.0,1,0
50.6,-1.0,2,0
508.1,-1.0,1,1
508.2,-1.0,1,1
513.7,-1.0,2,0
516.1,-1.0,2,1
516.2,-1.0,2,0
522.1,-1.0,1,1
522.11,-1.0,2,1
522.17,-1.0,2,1
522.21,-1.0,1,0
522.3,-1.0,2,0
522.4,-1.0,2,0
544.17,-1.0,2,0
544.2,-1.0,3,0
545.17,-1.0,1,1
57.1,-1.0,2,2
57.12,-1.0,1,1
57.13,-1.0,1,0
57.14,-1.0,1,1
57.16,-1.0,2,0
57.17,-1.0,1,1
57.5,-1.0,1,1
57.7,-1.0,1,1
57.8,-1.0,1,0
586.1,-1.0,1,1
587.1,-1.0,2,2
587.17,-1.0,2,1
591.1,-1.0,1,1
592.1,-1.0,1,1
592.2,-1.0,1,0
592.3,-1.0,1,1
593.11,-1.0,2,2
66.1,-1.0,2,1
66.17,-1.0,2,1
66.21,-0.5,1,0
66.5,-1.0,2,0
67.19,-1.0,2,0
79.5,-1.0,2,1
8.1,-1.0,2,1
8.11,-1.0,2,1
8.12,-1.0,1,0
8.17,-1.0,2,1
8.18,-1.0,2,0
8.2,-1.0,2,0
8.20,-1.0,2,0
8.7,-1.0,1,0
9.1,-1.0,1,1
91.12,-1.0,2,0
91.17,-1.0,2,1
91.7,-1.0,2,0
91.X,-1.0,2,1
94.11,-1.0,2,2
94.16,-1.0,1,0
94.17,-1.0,2,1
94.3,-1.0,2,1
94.4,-1.0,2,0
96.10,-1.0,1,0
96.14,-1.0,1,0
