sequenceID,llambda,total_labels,err
329.4,5.0,2,1
329.6,5.0,1,0
329.8,5.0,1,0
33.1,5.0,1,0
33.3,5.0,2,1
33.6,5.0,1,1
33.7,5.0,1,0
330.1,5.0,2,0
330.16,5.0,1,0
330.17,5.0,2,0
331.1,5.0,1,1
331.11,5.0,3,1
331.12,5.0,2,0
331.16,5.0,1,1
331.17,5.0,3,3
331.2,5.0,1,1
331.20,5.0,1,0
331.4,5.0,3,1
331.5,5.0,1,0
331.6,5.0,2,1
332.1,5.0,1,1
332.18,5.0,1,1
332.6,5.0,2,0
332.7,5.0,2,0
340.1,5.0,1,1
340.6,5.0,2,0
340.9,5.0,1,0
341.1,5.0,2,0
349.1,5.0,1,1
349.17,5.0,1,0
349.2,5.0,1,1
352.17,5.0,2,0
352.3,5.0,2,0
360.1,5.0,1,1
364.2,5.0,2,0
371.10,5.0,1,0
371.14,5.0,1,0
371.17,5.0,2,0
373.14,5.0,1,0
375.1,5.0,1,1
375.12,5.0,1,0
375.3,5.0,2,0
375.4,5.0,1,1
375.7,5.0,2,0
378.1,5.0,3,1
378.10,5.0,1,0
378.11,5.0,2,0
378.7,5.0,2,0
39.1,5.0,1,0
39.11,5.0,2,1
39.20,5.0,1,1
39.8,5.0,2,1
419.11,5.0,2,0
421.5,5.0,2,0
429.11,5.0,1,0
429.17,5.0,1,1
429.5,5.0,2,0
44.17,5.0,1,1
44.19,5.0,1,0
44.3,5.0,2,1
44.5,5.0,2,0
44.7,5.0,2,0
441.11,5.0,2,0
446.1,5.0,2,1
446.10,5.0,1,0
446.11,5.0,1,0
446.17,5.0,2,0
446.2,5.0,1,1
446.3,5.0,1,1
446.8,5.0,1,0
464.2,5.0,2,0
470.1,5.0,1,0
470.17,5.0,1,1
479.11,5.0,2,1
479.17,5.0,2,0
482.5,5.0,2,0
482.8,5.0,2,1
487.11,5.0,2,0
487.17,5.0,2,0
487.4,5.0,1,1
487.6,5.0,2,0
50.13,5.0,1,1
50.14,5.0,1,1
50.2,5.0,1,1
50.6,5.0,2,2
508.1,5.0,1,1
508.2,5.0,1,0
513.7,5.0,2,0
516.1,5.0,2,0
516.2,5.0,2,0
522.1,5.0,1,1
522.11,5.0,2,0
522.17,5.0,2,0
522.21,5.0,1,0
522.3,5.0,2,0
522.4,5.0,2,0
544.17,5.0,2,0
544.2,5.0,3,1
545.17,5.0,1,1
57.1,5.0,2,1
57.12,5.0,1,0
57.13,5.0,1,0
57.14,5.0,1,1
57.16,5.0,2,0
57.17,5.0,1,1
57.5,5.0,1,1
57.7,5.0,1,0
57.8,5.0,1,1
586.1,5.0,1,0
587.1,5.0,2,0
587.17,5.0,2,0
591.1,5.0,1,0
592.1,5.0,1,1
592.2,5.0,1,0
592.3,5.0,1,1
593.11,5.0,2,0
66.1,5.0,2,1
66.17,5.0,2,0
66.21,5.0,1,0
66.5,5.0,2,0
67.19,5.0,2,1
79.5,5.0,2,0
8.1,5.0,2,1
8.11,5.0,2,0
8.12,5.0,1,0
8.17,5.0,2,0
8.18,5.0,2,0
8.2,5.0,2,0
8.20,5.0,2,0
8.7,5.0,1,0
9.1,5.0,1,0
91.12,5.0,2,0
91.17,5.0,2,0
91.7,5.0,2,1
91.X,5.0,2,0
94.11,5.0,2,0
94.16,5.0,1,0
94.17,5.0,2,0
94.3,5.0,2,0
94.4,5.0,2,0
96.10,5.0,1,1
96.14,5.0,1,1
