sequenceID,llambda,total_labels,err
20135.14,1.0,2,1
20136.17,1.0,1,1
20138.1,1.0,2,2
20139.12,1.0,1,1
20139.16,1.0,2,2
20139.17,1.0,2,0
20139.3,1.0,1,0
20139.4,1.0,1,0
20139.5,1.0,1,1
20140.14,1.0,1,1
20140.15,1.0,1,1
20141.12,1.0,1,1
20141.14,1.0,1,1
20141.5,1.0,1,1
20142.18,1.0,1,0
20142.22,1.0,3,2
20143.X,1.0,2,1
20144.14,1.0,2,2
20144.9,1.0,1,1
20145.1,1.0,1,1
20145.10,1.0,1,1
20145.12,1.0,1,1
20145.14,1.0,1,1
20145.4,1.0,2,1
20145.8,1.0,1,1
20145.9,1.0,2,0
20145.X,1.0,3,1
20146.17,1.0,1,0
20146.4,1.0,1,1
20148.1,1.0,3,2
20151.14,1.0,2,1
20151.17,1.0,1,0
20154.4,1.0,2,0
20154.9,1.0,1,0
20157.11,1.0,2,0
20158.1,1.0,2,2
20158.9,1.0,3,2
20159.1,1.0,5,3
20159.14,1.0,1,1
20159.15,1.0,1,0
20159.3,1.0,2,1
20159.4,1.0,4,3
20159.9,1.0,2,1
20160.14,1.0,1,1
20160.17,1.0,1,0
20160.4,1.0,1,1
20160.5,1.0,2,1
20161.1,1.0,1,0
20161.12,1.0,1,1
20161.22,1.0,1,1
20162.12,1.0,1,1
20162.17,1.0,1,0
20162.7,1.0,2,1
20163.1,1.0,1,1
20163.7,1.0,2,2
20163.9,1.0,4,4
20164.1,1.0,3,3
20164.14,1.0,1,1
20164.4,1.0,2,1
20165.15,1.0,1,0
20165.22,1.0,2,1
20165.4,1.0,1,1
20166.12,1.0,1,1
20166.17,1.0,1,0
20166.4,1.0,2,1
20167.22,1.0,3,2
20167.4,1.0,2,1
20168.11,1.0,2,1
20168.16,1.0,1,1
20168.17,1.0,2,1
20168.19,1.0,2,2
20168.4,1.0,2,1
20169.10,1.0,1,1
20169.14,1.0,2,0
20169.9,1.0,1,0
20170.17,1.0,2,2
20171.12,1.0,1,1
20171.16,1.0,4,2
20171.17,1.0,1,1
20172.20,1.0,6,3
20172.3,1.0,4,2
20173.19,1.0,1,1
20177.20,1.0,1,0
20178.20,1.0,1,0
20183.20,1.0,1,0
20184.22,1.0,1,0
20186.22,1.0,1,0
204.2,0.5,1,1
207.10,0.5,3,0
207.12,0.5,1,0
207.15,0.5,1,1
207.17,0.5,1,0
207.18,0.5,1,0
207.4,0.5,1,0
207.5,0.5,2,0
217.17,0.5,1,1
219.2,1.0,1,0
219.5,0.5,1,1
220.11,0.5,1,0
220.17,0.5,1,0
220.19,0.5,1,0
220.2,0.5,1,1
220.20,0.5,1,1
220.7,0.5,1,1
226.1,1.0,1,1
227.1,1.0,1,1
227.2,0.5,1,1
227.4,0.5,1,1
247.1,1.0,2,2
247.11,0.5,1,0
247.20,0.5,1,0
247.4,0.5,1,0
247.X,0.5,1,1
257.1,1.0,1,0
257.10,0.5,1,0
257.17,0.5,1,0
26.11,0.5,1,1
26.17,0.5,1,0
26.4,0.5,1,1
26.8,0.5,1,1
268.3,0.5,1,0
270.11,0.5,1,0
273.17,0.5,1,0
273.6,0.5,1,0
275.1,1.0,1,0
275.2,0.5,1,0
294.1,1.0,1,1
30001.3,1.0,3,1
30001.8,1.0,1,0
30011.11,1.0,2,1
30011.13,1.0,1,1
30011.15,1.0,1,1
30011.2,1.0,1,0
30011.22,1.0,2,0
30011.7,1.0,2,1
30011.8,1.0,1,1
30016.6,1.0,3,2
30020.4,1.0,2,2
30022.12,1.0,1,0
30022.17,1.0,1,0
30022.9,1.0,2,0
30023.17,1.0,1,0
30023.9,1.0,1,0
30024.17,1.0,1,0
30024.4,1.0,1,0
30024.6,1.0,1,0
311.1,1.0,1,0
311.11,0.5,1,0
311.15,0.5,1,0
311.16,0.5,1,0
311.20,0.5,1,1
311.7,0.5,1,0
314.1,1.0,1,0
314.5,0.5,1,0
314.8,0.5,1,1
316.1,1.0,1,1
316.10,0.5,1,1
316.12,0.5,1,0
316.15,0.5,1,1
316.20,0.5,1,1
316.7,0.5,1,0
329.11,0.5,1,0
329.17,0.5,1,0
329.18,0.5,1,0
329.4,0.5,2,1
329.6,0.5,1,1
329.8,0.5,1,1
33.1,1.0,1,1
33.3,1.0,1,1
33.6,0.5,1,0
33.7,0.5,1,1
330.1,1.0,1,0
330.16,0.5,1,1
330.17,0.5,1,0
331.1,1.0,1,0
331.11,0.5,2,1
331.12,0.5,1,0
331.16,0.5,1,0
331.17,0.5,2,0
331.2,0.5,1,0
331.20,0.5,1,1
331.4,0.5,3,1
331.5,0.5,1,0
331.6,0.5,2,1
332.1,1.0,1,0
332.18,0.5,1,0
332.6,0.5,1,1
332.7,0.5,1,1
340.1,1.0,1,0
340.6,0.5,1,1
340.9,0.5,1,1
341.1,1.0,1,0
349.1,1.0,1,0
349.17,0.5,1,1
349.2,0.5,1,0
352.17,0.5,1,0
352.3,0.5,1,0
360.1,1.0,1,0
364.2,1.0,1,1
371.10,0.5,1,1
371.14,0.5,1,1
371.17,0.5,1,1
373.14,0.5,1,1
375.1,1.0,1,0
375.12,0.5,1,1
375.3,0.5,1,0
375.4,0.5,1,0
375.7,0.5,1,0
378.1,1.0,2,0
378.10,0.5,1,0
378.11,0.5,1,0
378.7,0.5,1,0
39.1,1.0,1,1
39.11,0.5,2,0
39.20,0.5,1,0
39.8,0.5,2,1
419.11,0.5,1,0
421.5,1.0,1,1
429.11,0.5,1,1
429.17,0.5,1,0
429.5,1.0,1,1
44.17,0.5,1,0
44.19,0.5,1,1
44.3,0.5,2,0
44.5,0.5,1,0
44.7,0.5,1,0
441.11,0.5,1,1
446.1,1.0,2,2
446.10,0.5,1,1
446.11,0.5,1,0
446.17,0.5,1,1
446.2,1.0,1,0
446.3,1.0,1,0
446.8,1.0,1,1
464.2,1.0,1,1
470.1,1.0,1,1
470.17,0.5,1,0
479.11,0.5,1,1
479.17,0.5,1,1
482.5,1.0,1,1
482.8,1.0,1,1
487.11,0.5,1,0
487.17,0.5,1,0
487.4,1.0,1,0
487.6,0.5,1,1
50.13,0.5,1,0
50.14,0.5,1,0
50.2,0.5,1,0
50.6,0.5,1,0
508.1,1.0,1,1
508.2,1.0,1,1
513.7,0.5,1,1
516.1,1.0,1,1
516.2,1.0,1,1
522.1,1.0,1,0
522.11,0.5,1,0
522.17,0.5,1,0
522.21,0.5,1,1
522.3,1.0,1,1
522.4,1.0,1,1
544.17,0.5,1,1
544.2,1.0,2,1
545.17,0.5,1,0
57.1,1.0,1,1
57.12,0.5,1,0
57.13,0.5,1,0
57.14,0.5,1,0
57.16,0.5,1,0
57.17,0.5,1,0
57.5,0.5,1,0
57.7,0.5,1,1
57.8,0.5,1,0
586.1,1.0,1,1
587.1,1.0,1,1
587.17,0.5,1,1
591.1,1.0,1,0
592.1,1.0,1,0
592.2,1.0,1,1
592.3,1.0,1,0
593.11,1.0,1,0
66.1,1.0,1,1
66.17,0.5,1,0
66.21,0.5,1,1
66.5,0.5,1,1
67.19,0.5,1,1
79.5,0.5,1,0
8.1,1.0,1,1
8.11,0.5,1,0
8.12,0.5,1,0
8.17,0.5,1,0
8.18,0.5,1,1
8.2,0.5,1,1
8.20,0.5,1,1
8.7,0.5,1,0
9.1,1.0,1,0
91.12,0.5,1,0
91.17,0.5,1,0
91.7,0.5,1,1
91.X,0.5,1,0
94.11,0.5,1,0
94.16,0.5,1,1
94.17,0.5,1,0
94.3,0.5,1,0
94.4,0.5,1,0
96.10,0.5,1,0
96.14,0.5,1,0
